   9.77,   1.34,   0.00,  46.53,  77.57,   3.20,
  10.32,   4.09,   0.00,  43.75,  80.52,   3.80,
   9.16,   0.00,   0.00,   8.61,  73.07,   1.11,
   9.45,   0.00,   0.00,   0.00,  66.91,   3.04,
  10.39,   0.00,   0.00,   8.61,  76.33,   4.07,
  10.64,   0.00,   0.00,   7.12,  75.99,   4.71,
   8.13,   4.02,   0.00,  23.04,  71.51,   9.14,
   4.99,   2.95,   0.21,  36.71,  55.29,  10.71,
   4.42,   1.00,   0.05,  32.65,  68.98,  11.82,
   6.59,  20.08,   0.39,  44.94,  82.84,  12.10,
   3.59,   1.15,   0.18,  33.74,  65.41,   8.68,
   6.66,   6.90,   0.03,  45.59,  80.77,   9.13,
   5.03,   9.59,   0.28,  59.05,  85.72,   1.65,
   0.95,   3.42,   0.56,  49.30,  79.78,  11.32,
   2.79,   0.80,   0.07,  33.98,  79.48,   4.31,
   7.18,   6.59,   0.03,  57.67,  73.13,   6.27,
  -0.87,   9.14,   2.26,  40.57,  83.44,  10.20,
  -1.84,   7.78,   1.92,  39.41,  86.91,   8.05,
   1.45,   2.15,   0.50,  39.45,  78.00,   7.36,
   2.88,   0.17,   0.03,  30.81,  71.73,   9.50,
   2.21,   0.00,   0.00,  14.24,  77.93,   8.25,
   4.56,   1.56,   0.28,  33.27,  70.34,   6.95,
  -0.38,   0.87,   0.20,  34.44,  66.90,   8.70,
   1.81,   0.20,   0.02,  30.82,  74.47,   8.86,
   7.02,   0.01,   0.00,  46.93,  80.53,   8.45,
  11.31,  23.52,   0.11,  60.75,  76.20,   5.87,
   2.25,   4.73,   2.36,  42.96,  75.84,  12.35,
   2.07,   0.11,   0.06,  36.02,  71.50,   9.32,
   1.96,   4.42,   2.26,  52.32,  79.23,   4.55,
  -1.10,   0.66,   0.34,  33.78,  76.26,   7.75,
   2.66,   5.57,   1.61,  55.94,  83.15,   5.18,
   4.36,   0.20,   0.09,  48.60,  79.59,   4.64,
   3.67,   1.49,   0.33,  50.77,  81.92,   6.29,
   0.54,   0.20,   0.10,  29.58,  76.75,   4.02,
   0.72,   0.01,   0.01,  41.46,  74.29,   1.12,
   2.16,   0.02,   0.01,  41.52,  74.27,   3.24,
   3.26,   2.18,   0.97,  56.73,  83.06,   5.37,
   1.71,  15.43,   7.73,  61.73,  86.25,   3.58,
  -2.28,  11.20,   5.82,  53.24,  83.75,   8.99,
  -6.02,  10.92,   5.68,  41.36,  82.00,   9.36,
  -5.62,   4.78,   2.48,  41.10,  83.06,   7.57,
   1.82,   8.80,   1.03,  52.49,  80.33,   5.52,
   1.67,  19.32,   2.84,  54.87,  84.46,  10.12,
  -3.86,   9.59,   5.00,  54.72,  82.29,   8.01,
  -7.64,  12.56,   6.54,  63.68,  81.46,   7.70,
  -7.15,   5.04,   2.63,  39.24,  82.24,   6.93,
